VENDOR_SITE_CODE,ADDRESS_LINE1,ADDRESS_LINE2,ADDRESS_LINE3,ADDRESS_LINE4,CITY,STATE,COUNTRY,ZIP
poijn,xyzz,,,,sdsgfthg,,AX,958677
"S EMP1",,,,,"New York",NY,US,10000
XYZ,,,,,Adjuntas,"Puerto Rico",US,00601
MAXX,,,,,Sandyville,IA,US,50001
ACC,,,,,Holtsville,NY,US,11742
Mayo,,,,,Holtsville,NY,US,00501
"GXO US SITE",,,,,Holtsville,NY,US,00501
"SSNR Supp Site","SSNR Supplier Address1","SSNR Supplier Address2",,,Anantapur,"Andhra Pradesh",IN,515001
"XY Inc",,,,,Holtsville,"New York",US,00544
"TATA HYD Supplier","1-101,Hi-TECH CITY",,,,Hyderabad,"Andhra Pradesh",IN,500004
DLF,,,,,Sandyville,IA,US,50001
"Test colony","gandhi test",,,,,,IN,
WHT,,,,,Adjuntas,PR,US,00601
HQ,123,,,,,Gujarat,IN,
LENOVO_US_PVTLT,"LANE NO 1","LANE NO 2",,,Aaron,Kentucky,US,42602
XYZ,,,,,Adjuntas,"Puerto Rico",US,00601
SITE,asfdqd,,,,sdsgfthg,,AX,958677
as,,,,,,,US,
Bangalore,Bangalore,,,,Bangalore,Karnataka,IN,560086
"Vintage Buildin",Karnataka,,,,Bangalore,Karnataka,IN,560004
INC,,,,,Adjuntas,PR,US,00601
"WHT SITE","WHT ADDRESS",,,,,Delhi,IN,
"WHT Site","WHT ADDRESS",,,,,Delhi,IN,
"AMAZON SUPPLIERS","AMAZON SUPPLIERS1","AMAZON SUPPLIERS2",,,Holtsville,"New York",US,00544
"AMEX Supplier1 ","AMEX Supplier1 Address1","AMEX Supplier1 Address2",,,Holtsville,NY,US,00544
HYD-1,HYD,,,,,,IN,
"UK GOV HYD",HYD,,,,,,IN,
"VEDANTH Sup sit","VEDANTH Supplier Address1","VEDANTH Supplier Address2",,,,NY,US,
1000,"AMEX SUPPLIER ADRESS2","AMEX SUPPLIER ADRESS3",,,Holtsville,NY,US,00544
2000,"AMEX SUPPLIER ADRESS2","AMEX SUPPLIER ADRESS3",,,Holtsville,NY,US,00544
VVN,"NR BUNGLOW AREA",,,,,,GB,
US,,,,,Adjuntas,"Puerto Rico",US,00601
"WHT-Abu Dhabi","Abu Dhabi",,,,"Abu Dhabi",,AE,
TEXAS,,,,,Waskom,TX,US,
HO,,,,,Abbeville,LA,US,
"SP Bhiwani","SP Bhiwani",,,,Faridabad,Haryana,IN,121003
"TATA BLR Supplier","2-101,Electrinic CITY",,,,Bangalore,Karnataka,IN,560008
INC,,,,,Sandyville,IA,US,50001
"S EMP3",,,,,Manhattan,NY,US,10020
"Abu Dhabi","Abu Dhabi",,,,"Abu Dhabi",,AE,
"GTATA Californi","GTATA California Add-1",,,,Holtsville,"New York",US,00501
Collections,,,,,Holtsville,NY,US,00501
London,ABC,,,,,,GB,
"TelecomEgypt WE",TelecomEgypt,,,,Cairo,,EG,11311
CORP,"BUZZCORP Address",,,,Sandyville,IA,US,50001
Inc,,,,,Adjuntas,"Puerto Rico",US,00601
SRK_PVTLTD,"KING STREET","LANE 3",,,"Texas Creek",Colorado,US,81223
"site 1",kjnsfkjbc,,,,"Andola County",,AF,998877
"Asus Site","Lane no 420",,,,,,US,
WHT,,,,,Holtsville,NY,US,00544
"Anji@ hyd","Lane no120",,,,Madurai,"Tamil Nadu",IN,6250011
"BANDRA MUMBAI","1 FLOOR BANDRA",,,,MUMBAI,Maharashtra,IN,400032
ABC,"ARVIND NAGAR",,,,Anantapur,"Andhra Pradesh",IN,515001
ITC,,,,,Holtsville,NY,US,00501
KHANAMET,KHANAMET,,,,,,IN,
"SHR Suplliers ","SHR Suplliers","SHR Suplliers","SHR Suplliers",,Anantapur,"Andhra Pradesh",IN,515001
"uppara ravi sit","uppara ravi kumar supplier ADDRESS1","uppara ravi kumar supplier ADDRESS2",,,,,US,
"TVL Site","Lane 1",,,,,,IN,
Rahul_Sidd_supp,Bangalore,Bangalore,,,Bangalore,Karnataka,IN,560086
"XYZ Site",,,,,Holtsville,NY,US,00501
12336,"JNS SUPPLIER ADRESS1","JNS  SUPPLIER ADRESS2",,,Holtsville,"New York",US,00501
12335,"JNS SUPPLIER ADRESS1","JNS  SUPPLIER ADRESS2",,,Holtsville,"New York",US,00501
"JNS SUP SITE","JNS SUPPLIER ADRESS1","JNS  SUPPLIER ADRESS2",,,Holtsville,"New York",US,00501
"Road Number 122","Road Number 12211",,,,,,US,
"delta ltd",,,,,Branch,LA,US,70516
"Road number 12399","Road number 12399",,,,Washington,DC,US,20001
Singapore,1,"Wallich Street",15-01,,,,SG,078881
Singapore,1,"Wallich Street",15-01,,,,SG,078881
Inc,,,,,Holtsville,NY,US,00501
Inc,,,,,Holtsville,NY,US,00501
"3M Inc","FBDI 4M Address1",,,,Sandyville,IA,US,50001
INC,"UBER INC Address Line 1",,,,Tsaile,AZ,US,86556
WHT,,,,,Holtsville,NY,US,00501
XSITE,,,,,Sandyville,IA,US,50001
"Asus Calafornia",,,,,,,US,
"xyz hyd","lane 115",,,,,,IN,
"AB 123 Supp Site","4-400, CA",,,,"Los Angeles",CA,US,90001
"AB 123 Supp Site1","4-400, CA",,,,"Los Angeles",CA,US,90001
"MAHI SUPP SITE","MAHI SUPP ADD",,,,"New York","New York",US,10000
"ETV ABC",,,,,Lufkin,Texas,US,75902
"ETV ABC",,,,,Lufkin,Texas,US,75902
Singapore,28,"KALLANG PLACE",#03-08,,,,SG,339158
Singapore,28,"KALLANG PLACE",#03-08,,,,SG,339158
"Arbaaz Site","290 Rasta Peth",,,,Channai,Maharashtra,IN,
"Dubai fata zam ","32 ,Dubai Street",,,,"ABU DHABI",MAHARASHTRA,IN,
"Dubai fata zam ","32 ,Dubai Street",,,,"ABU DHABI",MAHARASHTRA,IN,
"Ghasarghundi Ko","Ghasagundi chya khali",,,,KOLHAPUR,MAHARASHTRA,IN,
"Ghasarghundi Ko","Ghasagundi chya khali",,,,KOLHAPUR,MAHARASHTRA,IN,
"Petle Mumbai",Chandrpur,,,,CHANDRPUR,MAHARASHTRA,IN,
"Petle Mumbai",Chandrpur,,,,CHANDRPUR,MAHARASHTRA,IN,
"Nashik Phata Pu","Viman nagar",,,,PUNE,MAHARASHTRA,IN,
"Nashik Phata Pu","Viman nagar",,,,PUNE,MAHARASHTRA,IN,
"Jaitala Nagpur","Lane No 21",,,,NAGPUR,MAHARASHTRA,IN,
"Jaitala Nagpur","Lane No 21",,,,NAGPUR,MAHARASHTRA,IN,
BCG,,,,,Sandyville,IA,US,50001
Texas,Texas,,,,"A M F Greensboro","North Carolina",US,
"RST HYD",PUNE,,,,,,IN,
pune,pune,,,,Pune,Maharashtra,IN,411014
pune,pune,,,,Pune,Maharashtra,IN,411014
"gvk hyd",pimpri,,,,Pune,Maharashtra,IN,411002
"Jesu Address","Evershine Greenwood ",,,,Lufkin,Texas,US,75904
"Jesu Address","Evershine Greenwood ",,,,Lufkin,Texas,US,75904
"rashika site2","rashika supplier 2 address","BHARAT COLONY","NEAR AXIX BANK ATM",,"Kheri Kalan(113)",Haryana,IN,121002
Singapore,1,"Soon Lee St",#02-07,,,,SG,627605
Singapore,1,"Soon Lee St",#02-07,,,,SG,627605
"Lane No 21","Dubi fata zam zam colony",,,,Pune,Maharashtra,IN,
"Lane No 21","Dubi fata zam zam colony",,,,Pune,Maharashtra,IN,
"Mundra site",Mundra,,,,Mundra,Maharashtra,IN,
"IITA Site",ITPL,,,,Bangalore,Karnataka,IN,560067
XBCG,,,,,Holtsville,NY,US,00544
"UK Scotland","UK Scotland",,,,Aberdeen,,GB,AB10
"New York Site","New York",,,,"New York",NY,US,10451
BCG,,,,,Holtsville,NY,US,00501
NCP_Supplier_Add,,,,,Holtsville,"New York",US,00501
Tesam25S,Tesam25S,,,,Adel,IA,US,50003
DA,"Brinks Demo Address 1",,,,Arvada,CO,US,80001
INC,,,,,Sandyville,IA,US,50001
"REDWOOD TEST",,,,,"Redwood City",CA,US,94061
INC,,,,,Holtsville,NY,US,00501
INC,,,,,Adjuntas,PR,US,00601
AVR_Site,"ABC street","ABC Square",,,"AKATARAWA VALLEY",,NZ,5372
"1-101 Newyork",,,,,Holtsville,"New York",US,00501
"GXO  W.DC  ADDRESS","10-009 WASHIGON DC",,,,Manhattan,NY,US,10001
"GXO  W.DC  ADDRESS","10-009 WASHIGON DC",,,,Manhattan,NY,US,10001
"Patanjali 3rd party supplier",Pune,,,,,,IN,
FBDI,"FBDI ABCINC Address",,,,Sandyville,IA,US,50001
"AJMD Newyork",,,,,Holtsville,NY,US,00501
WHT,,,,,Holtsville,NY,US,00501
"California Site",California,,,,Adin,California,US,
01,"290 96 Rasta peth",,,,Pune,Maharashtra,IN,411011
"X Group",,,,,Holtsville,NY,US,00501
"India Office",Delhi,,,,Delhi,DELHI,IN,
Makati,Makati,,,,Makati,,PH,1400
"NY-BU3 Site","DP World Supplier-3 Address/ 1 Federal Street",,,,Tustin,MI,US,49688
INC,,,,,Holtsville,NY,US,00501
WHT,"UBER WHT Address Line 1",,,,"St. Louis",MO,US,63101
"Abu Dhabi",3045,,,,"Abu Dhabi",,AE,
"X INC",,,,,Aguada,"Puerto Rico",US,00602
"KVR Supplier Addres","KVR Building",,,,"Andola County",,AF,152456
1,"Street 10",GB,,,London,,GB,"NW3 2XN"
"SAI WORKS"," SAI WORKS","STREET NO10",,,"New York",NY,US,10000
Collection,,,,,Adjuntas,PR,US,00601
"cr7 kumta","cr7 kumta rd 888",,,,kumta,Karnataka,IN,581343
"ACT SITE",,,,,Holtsville,"New York",US,00501
Group,,,,,Holtsville,NY,US,00501
"X Inc",,,,,Holtsville,"New York",US,00544
California,,,,,California,KY,US,
"Tele 3 Road number 1",,,,,Adjuntas,PR,US,00601
XTC,,,,,Holtsville,"New York",US,00501
"CYGNET KURNOOL","Old Town, 2 town Police Station",,,,Kurnool,"Andhra Pradesh",IN,518395
"KESORAM HYD",Ameerpet,,,,Hyderabad,Telengana,IN,71500
"Collection Point",,,,,Holtsville,NY,US,00501
"A2Z WHT",,,,,Aguada,PR,US,00602
zbcxyz,"NY Address",,,,Amagansett,NY,US,
"TEam-21 ","TEam-21 Address","TEam-21 Address",,,Stephensport,KY,US,40170
Delhi,"ABC ",,,,delhi,Manipur,IN,500115
Delhi,"ABC ",,,,delhi,Manipur,IN,500115
WHT,,,,,Holtsville,NY,US,00501
"Delhi ",delhi,,,,Delhi,DELHI,IN,
Inc,,,,,Aguada,PR,US,00602
"A2z Supplier 2",,,,,Holtsville,"New York",US,00544
"Roadnumber 9999","VI Address",,,,Holtsville,NY,US,00544
XYZ,,,,,Holtsville,NY,US,00501
"Elite address1",,,,,Holtsville,NY,US,00501
"Classic Netting NY Site",,,,,Holtsville,"New York",US,00501
"Stuttgart Deliv",Sr82/2,,,,,,DE,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
XATC,"XATC Address",,,,Sandyville,IA,US,50001
FBDI,,,,,Sandyville,IA,US,50001
"Vinayak NY address","Vinayak Ny Address",,,,Albany,WY,US,
"Vinayak NY address","Vinayak Ny Address",,,,Albany,WY,US,
AMD,"FBDI AMD Address1",,,,Sandyville,IA,US,50001
"Washington DC Site","Washington DC",,,,Adna,Washington,US,
"UK Inc",1-11-123,,,,,,GB,
Spacex_USA_Engine_Supplier,,,,,Sandyville,IA,US,50001
INC,,,,,Holtsville,NY,US,00544
"CISCO USA UNIT SUPPLIER ADDRESS",,,,,Holtsville,"New York",US,00544
"CISCO USA UNIT SUPPLIER ADDRESS",,,,,Holtsville,"New York",US,00544
"Cisco WHT ADD",,,,,Holtsville,NY,US,00501
newyork,newyork,,,,Aaronsburg,Pennsylvania,US,16820
"XINC GROUP","XINC GROUP",,,,Holtsville,NY,US,00501
"ESW NEW SUPPLIER ADDRES",Florida,,,,,,US,
"ANT Site",,,,,Sandyville,IA,US,50001
BIZ,,,,,Adjuntas,"Puerto Rico",US,00601
"KINGDOM Supp Site","KINGDOM Suppliers1","KINGDOM Suppliers2",,,Holtsville,NY,US,00544
"ARUSHI Supplier Address",,,,,Holtsville,NY,US,00501
"WHT UK1",rahjs12,,,,Aberdeen,,GB,"AB10 1DX"
AMEXSITEDEC5,AMEXNOV30202205ADD1,,,,MANHATTAN,NY,US,70001
Beloit,"Beloit, Wisconsin, United States","Beloit, Wisconsin, United States",,,Beloit,KS,US,
"AMEX Supp Site","AMEX Sullier Address1","AMEX Sullier Address2",,,Holtsville,NY,US,00544
ABC,,,,,Adjuntas,"Puerto Rico",US,00601
AMEXDECSITE1,"AMEXNOV29SUP1 ADD1",,,,Manhattan,NY,US,10001
AMEXDECSITE2,"AMEXNOV29SUP2 ADD1",,,,Manhattan,NY,US,10002
AMEXDECSITE3,"AMEXNOV29SUP3 ADD1",,,,Manhattan,NY,US,10003
AMEXDECSITE4,"AMEXNOV29SUP4 ADD1",,,,Manhattan,NY,US,10004
AMEXDECSITE5,"AMEXNOV29SUP5 ADD1",,,,Manhattan,NY,US,10005
BUZZ,,,,,Holtsville,"New York",US,00544
3XYZ,,,,,Holtsville,"New York",US,00544
"Vendor A",,,,,Albany,NY,US,12200
"Vendor A",,,,,Albany,NY,US,12200
"AMD ADDRESS",,,,,Altoona,IA,US,50009
"Cleeng Supplier Adress-1","Ahmed Bin Ali Street",,,,Doha,,QA,23231
HQ,,,,,,,US,
Hyderabad,Hyderabad,,,,Hyderabad,Telangana,IN,500038
chennai,chennai,,,,chennai,"Tamil Nadu",IN,600001
Vijayawada,Vijayawada,,,,Vijayawada,"Andhra Pradesh",IN,520001
Bangalore,Bangalore,,,,Bangalore,Karnataka,IN,560001
Newyork,Newyork,,,,Newyork,"New York",US,10001
"ANT WHT",,,,,Holtsville,NY,US,00544
"HTC manufactures pvt ltd","HTC manufactures pvt ltd",,,,"1 No. Burgaon",Assam,IN,
"ITC SUPPLIER ADDRESS",BANGALORE,"ROAD NO:2","NEAR ASIAN TOWERS",,BANGALORE,Karnataka,IN,
"12, THA Street, HA, New York",,,,,,,US,
"FBDI ARON-SUPPLIER site",,,,,"New Brunswick",NJ,US,8989
" Aaha Supplier Add",,,,,"New York",NY,US,10001
"12, THA Street, HA, New York",,,,,,,US,
"12 districts",Mittelfranken,Erlangen-Höchstadt,BAVARIA,,,,DE,
"1Aha Supp Add",,,,,Holtsville,NY,US,00501
aexness,aexness,,,,Adjuntas,PR,US,00601
SUP1,"6th lane","76 cross street",,,Sharjah,,AE,
Daman_AUH,Daman_AUH,,,,"Abu Dhabi",,AE,
"ATAS Supplier Site",,,,,Sandyville,IA,US,50001
AW,"Awset Supplier Address",,,,Holtsville,NY,US,00501
"spacex address","spacex NY address",,,,Abbeville,Georgia,US,31001
"ARON CES","ARON CES",,,,"New York",NY,US,10001
"dase basro, paris",12,,,,,,FR,
"dase basro, paris",12,,,,,,FR,
"exness cisco",,,,,Aguada,"Puerto Rico",US,00602
Pune,Hinjewadi,,,,Pune,Maharashtra,IN,411001
"Rx Site",wakad,,,,Pune,Maharashtra,IN,
"Site AKT1",,,,,Abac,Georgia,US,
"SK address ",,,,,Florence,CA,US,90001
"11Aha Supp Add",,,,,"New York",NY,US,10001
"FIRE US LA",,,,,"Los Angeles",CA,US,90001
KSA-Riyadh,KSA-Riyadh,,,,Riyadh,,SA,
MSAI,"MSAIY NY ADDRESS",,,,Holtsville,NY,US,00544
ESW,Newyork,,,,,,US,
"ARON GROUP SITE","ARON GROUP ADDRESS1",,,,"New Brunswick",NJ,US,08989
AUS1,"5th lane main street",,,,Duabi,,AE,
"Sachin Mishra","Andheri East",,,,1sapur,Maharashtra,IN,
"670 Hay Street","2, La Trobe","Melbourne central",Australia,,Melbourne,Victoria,AU,
"NCP SupplierMerge",,,,,Holtsville,NY,US,00501
"Ontario Site","Address 1",,,,Toronto,,CA,
"Ontario Site","Address 1",,,,Toronto,,CA,
"British Columbia Site","Address 1",,,,"100 Mile House",,CA,
Site1,Add1,,,,Barrie,,CA,
"IC Site",,,,,Holtsville,NY,US,00501
"VATICAN ASSRESS NAME",,,,,Sandyville,IA,US,50001
Site1,"Tax office",,,,,,CA,
"Imac Parts","Little Collins","Suite 500",,,Aberfeldy,Victoria,AU,
"AAHA INT ADD",,,,,"New York",NY,US,10001
"EKC US Supplier ADD",,,,,Dixon,IL,US,61021
"BOD Supplier1 Address","AI Jadeda Street",,,,Doha,,QA,23231
"Australia Site","Address 2",,,,Abbeyard,Victoria,AU,
"Exness Trading  Crporation",,,,,Adjuntas,PR,US,00601
"Exness Trading  Crporation",,,,,Adjuntas,PR,US,00601
Bangalore,"HSR layout","Aps Grant park","111, 2nd cross",,Bangalore,Karnataka,IN,560032
"Supplier Test",,,,,Aaron,KY,US,
"AAHAA SITE","10TH STREET",,,,,,US,
"ITC GLOBAL Phoenix","Gateway 3rd",,,,Phoenix,AZ,US,85001
"ITC GLOBAL Phoen","Gateway 3rd",,,,Phoenix,AZ,US,85001
"ARON INC SITE",,,,,"New Brunswick",NJ,US,08989
"ARON INC ADDRESS",,,,,"New Brunswick",NJ,US,08989
"12th floor, Farz Tower, Washington",,,,,,,US,
AKSHAY,"A-204,","The Onyx",,,Pune,Maharashtra,IN,411033
Pune,"A-204,","The Onyx",,,Pune,Maharashtra,IN,411033
"Ali Bagh","123, Ali Bagh street",,,,Pune,Maharashtra,IN,411001
Komapalli,"hn - 265",,,,Faridabad,Haryana,IN,121001
Hinjewadi,Hinjewadi,,,,Pune,Maharashtra,IN,411053
"JSW STEEL LTD","JSW STEEL LTD",,,,1sapur,Maharashtra,IN,
"ARUSHI Site Address",,,,,Holtsville,NY,US,00501
FBDI,,,,,Sandyville,IA,US,50001
"Opera House ","Opera House, Mumbai ",,,,Pune,Maharashtra,IN,411043
surat,"1, Laxmi Vilas soc. Opp. Gorwa I.T.I, Refinery road, gorwa-390016, vadodara, gujarat",,,,Surat,Gujarat,IN,395007
Pune,Pune,,,,,Maharashtra,IN,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
FREMONT,"47690 Westinghouse Drive",,,,,,US,
USA,"1827 Marina Blvd.",,,,,,US,
"HONG KONG","Fokkerstraat 222811 ER, ReeuwijkPostbus 2071, 2800 BE GoudaNL",,,,Taipei,CA,US,94099
"Ford Automobiles",Dearborn,,,,APO,NY,US,
"MA 02210","25 Drydock Ave",Bolton,,,,,GB,
"nehru nagar","S884 NEHRU NAGAR",,,,Bhopal,"Madhya Pradesh",IN,462003
bu,"4/18 hariom nagar d cabin","Sabarmati ahmedabad",,,Ahmedabad,Gujarat,IN,380019
abc,"Financial District, Nanakramguda Gachibowli",,,,Hyderabad,Telangana,IN,500032
Digikey_HYDER,"SURVEY NO.12 (P), PLOT NO.2 KHANAMET,","SERILINGAMPALLY HYDERABAD",,,Hyderabad,Telangana,IN,500081
ARON6,,,,,"Firestone Park",CA,US,90001
IKEA_PUNE,IKEA_PUNE,,,,Pune,Maharashtra,IN,411052
WHT,,,,,Adjuntas,PR,US,00601
INC,,,,,Holtsville,NY,US,00501
"Quest Supplier",2894,Lufkin,,,Lufkin,TX,US,75904
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
UK,"Bolton, United Kingdom",,,,Manchester,,GB,
"Act Address",,,,,Naguabo,"Puerto Rico",US,00718
Site1,add1,,,,,,CA,
"Aha Supp Add",,,,,"New York",NY,US,10001
"ARON COLLECTION SITE",,,,,"New Brunswick",NJ,US,08989
"ITC GLOBLA BANGALORE","ROAD NO 3","GANDHI ROAD","SITE 5",,Bangalore,Karnataka,IN,
ALINC,,,,,Holtsville,NY,US,00501
WHT,,,,,Holtsville,NY,US,00501
"X Site",,,,,Holtsville,NY,US,00544
"CFC TestBU1","Add 1",,,,Barrie,,CA,
"Amico TestBU1","Add 1",,,,Barrie,,CA,
"Add 1","Add 1",,,,Barrie,,CA,
"ARON SUPPLIER-1 ADDRESS SITE ",,,,,Holtsville,NY,US,00544
"ARON SUPPLIER-1 ADDRESS",,,,,Holtsville,NY,US,00544
"ADIGITAL Supplier Address",,,,,Holtsville,NY,US,00501
"ACHINNU Supplier Address",,,,,Holtsville,NY,US,00501
"Goras Building, 7th lane","2nd cross, 76987","YCR Street",,,"Abu Dhabi",,AE,
"EKC US ADD",,,,,Holtsville,NY,US,00501
Site1,add1,,,,Abernathy,Texas,US,
"SKOOM Address","SKOOM St1",,,,Florence,CA,US,90001
"SKOOM Site 2 ","SKOOM St1",,,,Florence,CA,US,90001
"ARON WHT US ADDRESS",,,,,"New Brunswick",NJ,US,08989
"ARON ",,,,,"Los Angeles",CA,US,90001
"ARON UK SITE",,,,,"Los Angeles",CA,US,90001
ARON,,,,,"New Brunswick",NJ,US,08989
"Exness IndianSuppliet","Exness Indian Supplier",,,,Hyderabad,"Andhra Pradesh",IN,500005
"Lee Gong","Haidan District",,,,,,CN,
"Ahaa Supp Add",,,,,"New York",NY,US,10001
"Aaha WHT Supplier Add",,,,,Holtsville,NY,US,00501
"Maibor Coporation","o.13, Tutang Industry Road","Tutang Village",,,,,CN,
"TACOS SUPP 1 ADD","TACOS ADD LINE1",,,,"New York",NY,US,10000
"Quest Lufkin",Lufkin,D-Mart,,,Lufkin,TX,US,75902
"WHT Address",,,,,Holtsville,NY,US,00544
Kabul,kabul,,,,Kabul,,AF,
Kabul,kabul,,,,Kabul,,AF,
Site11,"High Hills",,,,Pune,Maharashtra,IN,4444444
Maryland,Maryland-a,,,,Aaron,KY,US,
"GOOGLE ADDRESS",,,,,Sandyville,IA,US,50001
"GOOGLE 1",,,,,Sandyville,IA,US,50001
"GOOGLE 2",,,,,Sandyville,IA,US,50001
MAIN-PURCH,"ABC ADITYA BIRLA BU",,,,"New York",NY,US,10001
"ABC ADITYA BIRLA BU","ABC ADITYA BIRLA BU",,,,"New York",NY,US,10001
PARIS_PURCH,"GE Corporate BU",,,,"New York",NY,US,10001
"GE Corporate BU","GE Corporate BU",,,,"New York",NY,US,10001
"TGB BU","TGB BU",,,,"New York",NY,US,10001
"ACER BU","ACER BU",,,,"New York",NY,US,10001
"KINLEY BU","KINLEY BU",,,,"New York",NY,US,10001
"ABC United States","ABC WHT TAX CORP",,,,"New York",NY,US,10001
"Collection Agency Address",,,,,Holtsville,NY,US,00501
"Site 1","Delhovener Lindenhof 1",,,,Dormagen,Nordrhein-Westfalen,DE,41540
TACOS_INT_INV_ADD,TACOS_INT_INV_ADD_LINE,,,,Aguada,PR,US,00602
INC,"Awest INC Blore Address",,,,Holtsville,NY,US,00501
"Bajaj Auto Site","Loss Angles","Loss Angles",,,Aaronsburg,Pennsylvania,US,
"Bajaj Auto","Loss Angles","Loss Angles",,,Aaronsburg,Pennsylvania,US,
CORP,,,,,Holtsville,NY,US,00501
"ORG 389","29 APURVA INDUSTRIAL ESTATE MAKWANA ROAD",,,,,,IN,
KSA,"Ali Al Ksai Path 1",Otaigah,,,Riyadh,"Riyadh Region",SA,12673
Inactive,"ETA ADD 1",,,,Cairo,,EG,
"ETA SITE-1","ETA ADD 1",,,,Cairo,,EG,
Inactive,"Supplier 1 ADD 1",,,,Cairo,,EG,
"Supplier 1 SITE-1","Supplier 1 ADD 1",,,,Cairo,,EG,
"Supplier 1 SITE-2","Supplier 1 ADD 1",,,,Cairo,,EG,
Inactive,"Supplier 2 ADD 1",,,,Cairo,,EG,
"Supplier 2 SITE-1","Supplier 2 ADD 1",,,,Cairo,,EG,
Inactive,"Supplier 3 ADD 1",,,,Cairo,,EG,
"Supplier 3 SITE-1","Supplier 3 ADD 1",,,,Cairo,,EG,
Inactive,"Supplier 4 ADD 1",,,,Cairo,,EG,
"Supplier 4 SITE-1","Supplier 4 ADD 1",,,,Cairo,,EG,
Inactive,"Supplier 5 ADD 1",,,,Cairo,,EG,
"Supplier 5 SITE-2","Supplier 5 ADD 1",,,,Cairo,,EG,
"Supplier 5 SITE-1","Supplier 5 ADD 1",,,,Cairo,,EG,
Inactive,"Supplier 6 ADD 1",,,,Cairo,,EG,
"Supplier 6 SITE-2","Supplier 6 ADD 1",,,,Cairo,,EG,
"Supplier 6 SITE-1","Supplier 6 ADD 1",,,,Cairo,,EG,
Inactive,"ZATCA ADD 1",,,,Riyadh,,SA,
"ZATCA SITE-1","ZATCA ADD 1",,,,Riyadh,,SA,
Inactive,"Supplier 1 ADD 1",,,,Riyadh,,SA,
"Supplier 1 SITE-1","Supplier 1 ADD 1",,,,Riyadh,,SA,
"Supplier 1 SITE-2","Supplier 1 ADD 1",,,,Riyadh,,SA,
Inactive,"Supplier 2 ADD 1",,,,Riyadh,,SA,
"Supplier 2 SITE-1","Supplier 2 ADD 1",,,,Riyadh,,SA,
Inactive,"Supplier 3 ADD 1",,,,Riyadh,,SA,
"Supplier 3 SITE-1","Supplier 3 ADD 1",,,,Riyadh,,SA,
Inactive,"Supplier 4 ADD 1",,,,Riyadh,,SA,
"Supplier 4 SITE-1","Supplier 4 ADD 1",,,,Riyadh,,SA,
Inactive,"Supplier 5 ADD 1",,,,Riyadh,,SA,
"Supplier 5 SITE-1","Supplier 5 ADD 1",,,,Riyadh,,SA,
"Supplier 5 SITE-2","Supplier 5 ADD 1",,,,Riyadh,,SA,
Inactive,"Supplier 6 ADD 1",,,,Riyadh,,SA,
"Supplier 6 SITE-1","Supplier 6 ADD 1",,,,Riyadh,,SA,
"Supplier 6 SITE-2","Supplier 6 ADD 1",,,,Riyadh,,SA,
Mumbai,"123 Surendra depot","behind Church Gate",,,Mumbai,Maharashtra,IN,462563
"PAYMENT OFFICE",PQRST,PQRST,PQRST,,Pune,Maharashtra,IN,411003
Bilaspur2,"Shop no. 420, Shilpganga ",,,,Bilaspur,Chhattisgarh,IN,495001
Corporate,"Plot A9","Nagapur MIDC",,,Ahmadnagar,Maharashtra,IN,414001
Corporate,"Plot A9","Nagapur MIDC",,,Ahmadnagar,Maharashtra,IN,414001
"SP Gurgaon",SP,,,,,,IN,
HQ,pune,,,,mumbai,Maharashtra,IN,308000
Bangalore,Bangalore,,,,Bangalore,Karnataka,IN,560001
Site,"lane 21",,,,"Andola County",,AF,0000
ABC,"ABC 1",,,,"A' Chill",,GB,
